movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
Searching,8,2018,34,71,261,92,295,89.58
Season of the Witch,1,2011,27,28,123,11,150,14.06
Second Act,12,2018,27,46,117,44,144,44.38
Secondhand Lions,9,2003,33,52,136,60,169,58.44
Secret Window,3,2004,34,46,161,45,195,45.17
Secret in Their Eyes,11,2015,28,45,150,39,178,39.94
Secretariat,10,2010,36,61,160,64,196,63.45
Secretary,9,2002,39,63,158,78,197,75.03
See No Evil,5,2006,14,17,57,9,71,10.58
See Spot Run,3,2001,23,24,77,23,100,23.23
Seeking a Friend for the End of the World,6,2012,36,59,176,55,212,55.68
Self/less,7,2015,30,34,143,18,173,20.77
Selma,12,2014,52,79,314,99,366,96.16
Semi-Pro,2,2008,29,47,162,23,191,26.64
September Dawn,8,2007,18,25,,,18,25.00
Serendipity,10,2001,33,52,142,59,175,57.68
Serenity,1,2019,38,37,201,21,239,23.54
Serving Sara,8,2002,26,18,113,4,139,6.62
Seven Pounds,12,2008,33,36,193,27,226,28.31
Seven Psychopaths,10,2012,43,66,218,83,261,80.20
Seventh Son,2,2015,12,66,,,12,66.00
Severance,5,2007,,,,,0,0
Sex Drive,10,2008,24,49,110,45,134,45.72
Sex Tape,7,2014,36,36,157,16,193,19.73
Sex and the City,5,2008,38,53,183,50,221,50.52
Sex and the City 2,5,2010,39,27,221,15,260,16.80
Sexy Beast,6,2001,,,,,0,0
Shade,4,2004,,,,,0,0
Shadow of the Vampire,12,2000,31,71,141,82,172,80.02
Shaft,6,2019,32,40,130,34,162,35.19
Shall We Dance?,10,2004,33,47,156,47,189,47.00
Shallow Hal,11,2001,33,48,134,49,167,48.80
Shame,12,2011,41,72,230,79,271,77.94
Shanghai,10,2015,,,,,0,0
Shanghai Knights,2,2003,33,58,151,66,184,64.57
Shanghai Noon,5,2000,30,77,134,80,164,79.45
Shaolin Soccer,4,2004,,,,,0,0
Shark Night,9,2011,15,22,75,19,90,19.50
Shark Tale,10,2004,36,48,183,35,219,37.14
Shaun of the Dead,9,2004,34,76,219,92,253,89.85
Shazam!,4,2019,53,71,418,90,471,87.86
Shazam! Fury of the Gods,3,2023,49,47,259,49,308,48.68
She's Out of My League,3,2010,29,46,135,57,164,55.05
She's the Man,3,2006,28,45,115,44,143,44.20
Sherlock Gnomes,3,2018,14,36,66,27,80,28.57
Sherlock Holmes,12,2009,34,57,250,70,284,68.44
Sherlock Holmes: A Game of Shadows,12,2011,38,48,230,60,268,58.30
Shine a Light,4,2008,36,76,125,86,161,83.76
Shoot 'Em Up,9,2007,29,49,161,67,190,64.25
Shooter,3,2007,33,53,151,48,184,48.90
Shopgirl,10,2005,37,62,155,61,192,61.19
Shorts,8,2009,22,53,103,47,125,48.06
Show Dogs,5,2018,14,31,62,16,76,18.76
Showtime,3,2002,34,32,122,25,156,26.53
Shrek,5,2001,34,84,213,88,247,87.45
Shrek 2,5,2004,40,75,239,89,279,86.99
Shrek Forever After,5,2010,35,58,199,57,234,57.15
Shrek the Third,5,2007,35,58,212,42,247,44.27
Shut In,3,2016,14,25,45,4,59,8.98
Shutter,3,2008,12,37,66,11,78,15.00
Shutter Island,2,2010,37,63,267,69,304,68.27
Sicario,9,2015,48,82,281,92,329,90.54
Sicario: Day of the Soldado,6,2018,50,61,290,62,340,61.85
Sicko,6,2007,39,74,218,91,257,88.42
Side Effects,2,2013,40,75,226,82,266,80.95
Sideways,10,2004,42,94,232,97,274,96.54
Signs,8,2002,36,59,240,75,276,72.91
Silence,12,2016,48,79,290,83,338,82.43
Silent Hill,4,2006,,,107,33,107,33.00
Silent Hill: Revelation,10,2012,14,16,60,8,74,9.51
Silent House,3,2012,,,,,0,0
Silver Linings Playbook,11,2012,45,81,264,92,309,90.40
Sin City,4,2005,40,74,257,76,297,75.73
Sin City: A Dame to Kill For,8,2014,38,46,,,38,46.00
Sinbad: Legend of the Seven Seas,7,2003,33,48,128,45,161,45.61
Sing,12,2016,37,59,,,37,59.00
Sinister,10,2012,30,53,158,63,188,61.40
Sinister 2,8,2015,17,32,91,14,108,16.83
Sisters,12,2015,36,58,179,60,215,59.67
Sky Captain and the World of Tomorrow,9,2004,36,64,208,71,244,69.97
Sky High,7,2005,29,62,132,73,161,71.02
Skyfall,11,2012,49,81,392,92,441,90.78
Skyline,11,2010,18,26,86,15,104,16.90
Skyscraper,7,2018,43,51,292,48,335,48.39
Slackers,2,2002,28,12,105,10,133,10.42
Sleepless,1,2017,15,34,61,25,76,26.78
Sleepover,7,2004,29,33,100,15,129,19.05
Sleight,4,2017,,,,,0,0
Slender Man,8,2018,15,30,80,8,95,11.47
Slither,3,2006,27,69,142,87,169,84.12
Slumdog Millionaire,11,2008,36,84,291,91,327,90.23
Small Time Crooks,5,2000,32,69,101,66,133,66.72
Smallfoot,9,2018,25,60,129,76,154,73.40
Smokin' Aces,1,2007,,,158,31,158,31.00
Smurfs: The Lost Village,4,2017,25,40,,,25,40.00
Snakes on a Plane,8,2006,31,58,180,69,211,67.38
Snatch,12,2000,31,55,143,74,174,70.61
Snatched,5,2017,41,45,214,36,255,37.45
Snitch,2,2013,34,51,151,58,185,56.71
Snow Day,2,2000,22,34,66,29,88,30.25
Snow Dogs,1,2002,26,29,85,26,111,26.70
Snow Flower and the Secret Fan,7,2011,31,42,90,22,121,27.12
Snow White and the Huntsman,6,2012,39,57,240,49,279,50.12
Snowden,9,2016,43,58,263,61,306,60.58
Snowpiercer,6,2014,,,,,0,0
Solaris,11,2002,38,67,210,66,248,66.15
Solitary Man,5,2010,,,,,0,0
Solo: A Star Wars Story,5,2018,54,62,484,69,538,68.30
Someone Like You,3,2001,30,32,120,42,150,40.00
Something Borrowed,5,2011,30,36,117,15,147,19.29
Something's Gotta Give,12,2003,40,66,172,72,212,70.87
Somewhere,12,2010,40,67,198,70,238,69.50
Son of God,2,2014,25,37,73,19,98,23.59
Son of the Mask,2,2005,26,20,105,6,131,8.78
Sorority Boys,3,2002,20,25,68,12,88,14.95
Sorority Row,9,2009,11,24,81,25,92,24.88
Sorry to Bother You,7,2018,51,78,310,93,361,90.88
Soul Men,11,2008,23,49,100,45,123,45.75
Soul Plane,5,2004,26,33,101,18,127,21.07
Soul Surfer,4,2011,27,53,106,45,133,46.62
Soul Survivors,9,2001,11,20,47,4,58,7.03
Sound of Freedom,7,2023,11,36,,,11,36.00
Source Code,4,2011,41,74,266,92,307,89.60
Southpaw,7,2015,42,57,242,60,284,59.56
Space Chimps,7,2008,18,36,91,33,109,33.50
Space Cowboys,8,2000,35,73,122,78,157,76.89
Spanglish,12,2004,36,48,168,54,204,52.94
Sparkle,8,2012,28,54,95,57,123,56.32
Spectre,11,2015,48,60,370,63,418,62.66
Speed Racer,5,2008,37,37,218,42,255,41.27
Spider,12,2002,35,83,139,85,174,84.60
Spider-Man,5,2002,38,73,249,90,287,87.75
Spider-Man 2,6,2004,41,83,277,93,318,91.71
Spider-Man 3,5,2007,40,59,263,63,303,62.47
Spider-Man: Across the Spider-Verse,6,2023,60,86,386,95,446,93.79
Spider-Man: Far from Home,7,2019,55,69,,,55,69.00
Spider-Man: Homecoming,7,2017,51,73,399,92,450,89.85
Spies in Disguise,12,2019,22,54,122,77,144,73.49
Spirit: Stallion of the Cimarron,5,2002,29,52,127,69,156,65.84
Spirited Away,4,2023,19,54,,,19,54.00
Splice,6,2010,,,,,0,0
Split,1,2017,,,,,0,0
Spotlight,11,2015,45,93,383,97,428,96.58
Spring Breakers,3,2013,,,,,0,0
Spy,6,2015,40,75,261,95,301,92.34
Spy Game,11,2001,29,63,135,64,164,63.82
Spy Kids,3,2001,27,71,131,93,158,89.24
Spy Kids 2: Island of Lost Dreams,8,2002,29,66,,,29,66.00
Spy Kids 3: Game Over,7,2003,30,57,139,45,169,47.13
Spy Kids 4: All the Time in the World,8,2011,14,37,,,14,37.00
St. Vincent,10,2014,40,64,194,78,234,75.61
Stan & Ollie,12,2018,41,75,,,41,75.00
Star Trek,5,2009,46,82,356,94,402,92.63
Star Trek Beyond,7,2016,50,68,318,86,368,83.55
Star Trek Into Darkness,5,2013,43,72,297,84,340,82.48
Star Trek: Nemesis,12,2002,29,51,173,38,202,39.87
Star Trek: The Motion Picture,9,2019,,,,,0,0
Star Wars: Episode I - The Phantom Menace,2,2012,,,,,0,0
Star Wars: Episode II - Attack of the Clones,11,2002,39,54,257,65,296,63.55
Star Wars: Episode III - Revenge of the Sith,5,2005,40,68,305,79,345,77.72
Star Wars: Episode VI - Return of the Jedi,4,2023,,,,,0,0
Star Wars: Episode VII - The Force Awakens,12,2015,55,80,,,55,80.00
Star Wars: Episode VIII - The Last Jedi,12,2017,56,84,,,56,84.00
Star Wars: The Clone Wars,8,2008,30,35,172,19,202,21.38
Stardust,8,2007,33,66,198,77,231,75.43
Starsky & Hutch,3,2004,40,55,194,63,234,61.63
State of Play,4,2009,36,64,216,84,252,81.14
Stay Alive,3,2006,17,24,59,10,76,13.13
Stealing Harvard,9,2002,25,25,105,9,130,12.08
Stealth,7,2005,31,35,140,13,171,16.99
Steamboy,3,2005,,,,,0,0
Step Brothers,7,2008,33,51,205,55,238,54.45
Step Up,8,2006,23,48,108,21,131,25.74
Step Up 3D,8,2010,23,45,,,23,45.00
Step Up Revolution,7,2012,22,43,98,41,120,41.37
Steve Jobs,10,2015,45,82,316,85,361,84.63
Stick It,4,2006,25,53,98,32,123,36.27
Still Alice,1,2015,7,65,,,7,65.00
Stoker,3,2013,42,58,205,70,247,67.96
Stolen,9,2012,4,43,23,17,27,20.85
Stolen Summer,3,2002,24,36,58,36,82,36.00
Stomp the Yard,1,2007,24,44,89,27,113,30.61
Stone,10,2010,27,58,105,50,132,51.64
Stop-Loss,3,2008,35,61,143,64,178,63.41
Storks,9,2016,31,56,139,65,170,63.36
Straight Outta Compton,8,2015,41,72,248,89,289,86.59
Strange Wilderness,2,2008,12,12,48,2,60,4.00
Stranger Than Fiction,11,2006,35,67,177,73,212,72.01
Straw Dogs,9,2011,29,45,128,42,157,42.55
Strays,8,2023,45,54,172,53,217,53.21
Street Fighter: The Legend of Chun-Li,2,2009,11,17,62,3,73,5.11
Street Kings,4,2008,28,55,152,38,180,40.64
Stronger,9,2017,41,76,196,91,237,88.41
Stuart Little 2,7,2002,29,66,123,81,152,78.14
Stuber,7,2019,37,42,231,42,268,42.00
Suburbicon,10,2017,49,42,259,28,308,30.23
Sucker Punch,3,2011,29,33,220,22,249,23.28
Suffragette,10,2015,37,64,223,73,260,71.72
Sugar & Spice,1,2001,17,48,,,17,48.00
Suicide Squad,8,2016,53,40,394,26,447,27.66
Sully,9,2016,46,74,348,85,394,83.72
Summer Catch,8,2001,25,21,91,8,116,10.80
Sunshine,7,2007,34,64,169,76,203,73.99
Sunshine Cleaning,3,2009,,,,,0,0
Super,4,2011,,,,,0,0
Super 8,6,2011,41,72,297,81,338,79.91
Super Size Me,5,2004,37,73,171,92,208,88.62
Super Troopers,2,2002,,,,,0,0
Super Troopers 2,4,2018,29,41,103,35,132,36.32
SuperFly,6,2018,30,52,,,30,52.00
Superbabies: Baby Geniuses 2,8,2004,19,9,,,19,9.00
Superbad,8,2007,36,76,208,88,244,86.23
Superhero Movie,3,2008,14,33,51,16,65,19.66
Superman Returns,6,2006,40,72,267,74,307,73.74
Supernova,1,2000,19,19,63,11,82,12.85
Surfer Dude,9,2008,6,16,,,6,16.00
Surrogates,9,2009,21,45,117,37,138,38.22
Survival of the Dead,5,2010,,,,,0,0
Suspect Zero,8,2004,29,37,128,18,157,21.51
Suspiria,10,2018,56,64,334,65,390,64.86
Sweeney Todd: The Demon Barber of Fleet Street,12,2007,39,83,233,86,272,85.57
Sweet Home Alabama,9,2002,35,45,160,38,195,39.26
Sweet Land,10,2006,,,,,0,0
Sweet November,2,2001,30,27,99,15,129,17.79
Swept Away,10,2002,27,18,78,5,105,8.34
Swimfan,9,2002,19,29,93,15,112,17.38
Swimming Pool,7,2003,37,70,155,83,192,80.49
Swing Vote,8,2008,30,47,151,38,181,39.49
Swiss Army Man,6,2016,36,64,210,72,246,70.83
Swordfish,6,2001,33,32,139,26,172,27.15
Sydney White,9,2007,21,45,85,35,106,36.98
Synecdoche New York,10,2008,34,67,,,34,67.00
Syriana,11,2005,40,76,198,73,238,73.50
T2 Trainspotting,3,2017,42,67,252,81,294,79.00
TMNT,3,2007,21,41,121,36,142,36.74
Tag,6,2018,35,56,205,56,240,56.00
Take Me Home Tonight,3,2011,28,42,113,28,141,30.78
Take Shelter,9,2011,34,85,171,92,205,90.84
Take the Lead,4,2006,30,55,122,44,152,46.17
Taken,1,2009,,,,,0,0
Taken 2,10,2012,35,45,173,22,208,25.87
Taken 3,1,2015,,,,,0,0
Takers,8,2010,20,45,117,28,137,30.48
Taking Lives,3,2004,35,38,158,22,193,24.90
Taking Woodstock,8,2009,35,55,183,48,218,49.12
Talladega Nights: The Ballad of Ricky Bobby,8,2006,33,66,187,71,220,70.25
Tamara,2,2006,,,,,0,0
Tammy,7,2014,36,39,185,24,221,26.44
Tangled,11,2010,34,71,229,89,263,86.67
Taxi,10,2004,27,27,106,9,133,12.65
Team America: World Police,10,2004,38,64,199,77,237,74.92
Tears of the Sun,3,2003,36,48,155,34,191,36.64
Ted,6,2012,37,62,224,69,261,68.01
Ted 2,6,2015,38,48,207,44,245,44.62
Teen Titans GO! To the Movies,7,2018,25,69,,,25,69.00
Teenage Mutant Ninja Turtles,8,2014,33,31,165,21,198,22.67
Teenage Mutant Ninja Turtles: Mutant Mayhem,8,2023,47,74,251,95,298,91.69
Teenage Mutant Ninja Turtles: Out of the Shadows,6,2016,30,40,173,38,203,38.30
Terminator 2: Judgment Day,8,2017,,,,,0,0
Terminator 3: Rise of the Machines,7,2003,41,66,207,70,248,69.34
Terminator Genisys,7,2015,41,38,278,26,319,27.54
Terminator Salvation,5,2009,46,49,280,33,326,35.26
Terminator: Dark Fate,10,2019,51,54,351,70,402,67.97
Testament of Youth,6,2015,41,64,,,41,64.00
Thank You for Smoking,3,2006,,,,,0,0
Thank You for Your Service,10,2017,34,68,113,76,147,74.15
Thanksgiving,11,2023,34,63,150,84,184,80.12
That Awkward Moment,1,2014,33,36,142,23,175,25.45
That's My Boy,6,2012,27,31,114,20,141,22.11
The 15:17 to Paris,2,2018,36,45,167,23,203,26.90
The 33,11,2015,31,55,157,48,188,49.15
The 40-Year-Old Virgin,8,2005,35,73,,,35,73.00
The 5th Wave,1,2016,,,141,17,141,17.00
The 6th Day,11,2000,30,49,117,40,147,41.84
The A-Team,6,2010,37,47,220,49,257,48.71
The Accountant,10,2016,45,51,286,53,331,52.73
The Addams Family,10,2019,23,46,159,45,182,45.13
The Adjustment Bureau,3,2011,41,60,264,72,305,70.39
The Adventures of Pluto Nash,8,2002,12,12,91,5,103,5.82
The Adventures of Rocky & Bullwinkle,6,2000,30,36,,,30,36.00
The Adventures of Tintin,12,2011,40,68,236,75,276,73.99
The Age of Adaline,4,2015,31,51,171,55,202,54.39
The Alamo,4,2004,38,47,159,29,197,32.47
The Amazing Spider-Man,7,2012,42,66,340,71,382,70.45
The Amazing Spider-Man 2,5,2014,50,53,315,51,365,51.27
The American,9,2010,36,61,227,64,263,63.59
The Amityville Horror,4,2005,31,33,164,24,195,25.43
The Angry Birds Movie,5,2016,27,43,160,44,187,43.86
The Angry Birds Movie 2,8,2019,23,60,109,72,132,69.91
The Animal,6,2001,,,84,30,84,30.00
The Ant Bully,7,2006,26,59,118,62,144,61.46
The Apparition,8,2012,13,18,62,3,75,5.60
The Art of Racing in the Rain,8,2019,31,43,120,45,151,44.59
The Artist,11,2011,41,89,329,95,370,94.34
The Assassination of Jesse James by the Coward Robert Ford,9,2007,32,68,177,77,209,75.62
The Astronaut Farmer,2,2007,,,,,0,0
The Avengers,5,2012,43,69,,,43,69.00
The Aviator,12,2004,41,77,230,87,271,85.49
The Awakening,8,2012,,,,,0,0
The BFG,7,2016,48,66,306,74,354,72.92
The Back-up Plan,4,2010,32,34,151,17,183,19.97
The Banger Sisters,9,2002,33,48,144,48,177,48.00
The Bank Job,3,2008,32,69,147,80,179,78.03
The Beaver,5,2011,40,60,188,63,228,62.47
The Beguiled,6,2017,45,77,330,78,375,77.88
The Believer,5,2002,39,87,,,39,87.00
The Belko Experiment,3,2017,,,,,0,0
The Benchwarmers,4,2006,17,25,71,13,88,15.32
The Best Exotic Marigold Hotel,5,2012,,,,,0,0
The Best Man Holiday,11,2013,30,59,97,71,127,68.17
The Best of Enemies,4,2019,25,49,83,52,108,51.31
The Best of Me,10,2014,26,29,83,12,109,16.06
The Big Bounce,1,2004,36,42,136,15,172,20.65
The Big Short,12,2015,45,81,329,89,374,88.04
The Big Sick,6,2017,47,86,307,98,354,96.41
The Big Wedding,4,2013,32,28,110,7,142,11.73
The Big Year,10,2011,29,53,102,42,131,44.44
The Birth of a Nation,10,2016,50,69,271,72,321,71.53
The Black Dahlia,9,2006,35,49,192,32,227,34.62
The Blind Side,11,2009,29,53,206,66,235,64.40
The Boat That Rocked,11,2009,14,74,,,14,74.00
The Book Thief,11,2013,31,53,150,49,181,49.69
The Book of Eli,1,2010,33,53,210,47,243,47.81
The Book of Life,10,2014,27,67,127,83,154,80.19
The Book of Mormon Movie Volume 1: The Journey,9,2003,41,94,6,17,47,84.17
The Boondock Saints II: All Saints Day,10,2009,16,24,45,22,61,22.52
The Boss,4,2016,39,40,195,22,234,25.00
The Boss Baby,3,2017,32,50,180,53,212,52.55
The Bounty Hunter,3,2010,31,22,154,12,185,13.68
The Bourne Identity,6,2002,38,68,194,84,232,81.38
The Bourne Legacy,8,2012,42,61,235,56,277,56.76
The Bourne Supremacy,7,2004,39,73,197,82,236,80.51
The Bourne Ultimatum,8,2007,38,85,268,92,306,91.13
The Box,11,2009,24,47,,,24,47.00
The Boxtrolls,9,2014,37,61,175,78,212,75.03
The Boy,1,2016,10,42,65,31,75,32.47
The Boy Next Door,1,2015,33,30,139,12,172,15.45
The Brave One,9,2007,33,56,184,43,217,44.98
The Break-Up,6,2006,37,46,194,34,231,35.92
The Brothers,3,2001,,,68,63,68,63.00
The Brothers Bloom,5,2009,9,78,,,9,78.00
The Brothers Grimm,8,2005,36,51,182,38,218,40.15
The Brothers Grimsby,3,2016,34,44,137,36,171,37.59
The Brothers Solomon,9,2007,17,32,73,16,90,19.02
The Bucket List,12,2007,34,42,177,41,211,41.16
The Butler,8,2013,47,65,,,47,65.00
The Butterfly Effect,1,2004,35,30,172,34,207,33.32
The Bye Bye Man,1,2017,22,37,93,18,115,21.63
The Cabin in the Woods,4,2012,,,,,0,0
The Call,3,2013,23,51,133,44,156,45.03
The Campaign,8,2012,35,50,208,66,243,63.70
The Case for Christ,4,2017,6,50,28,61,34,59.06
The Cat in the Hat,11,2003,37,19,,,37,19.00
The Cave,10,2019,21,83,65,97,86,93.58
The Caveman's Valentine,3,2001,27,44,84,45,111,44.76
The Cell,8,2000,32,40,166,45,198,44.19
The Change-Up,8,2011,35,39,157,26,192,28.37
The Children of Huang Shi,5,2008,22,49,78,31,100,34.96
The Chronicles of Narnia: Prince Caspian,5,2008,34,62,193,66,227,65.40
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,12,2005,39,75,,,39,75.00
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,2005,39,75,217,75,256,75.00
The Chronicles of Narnia: The Voyage of the Dawn Treader,12,2010,33,53,168,50,201,50.49
The Chronicles of Riddick,6,2004,34,38,167,29,201,30.52
The Circle,4,2017,44,44,147,16,191,22.45
The City of Your Final Destination,4,2010,,,,,0,0
The Cold Light of Day,9,2012,10,22,49,4,59,7.05
The Collection,11,2012,16,38,49,37,65,37.25
The Collector,7,2009,11,29,77,29,88,29.00
The Commuter,1,2018,44,56,216,55,260,55.17
The Company,12,2003,32,73,132,72,164,72.20
The Company Men,1,2011,,,,,0,0
The Company You Keep,4,2013,,,,,0,0
The Conjuring,7,2013,35,68,228,86,263,83.60
The Conjuring 2,6,2016,38,65,254,80,292,78.05
The Conspirator,4,2011,,,,,0,0
The Constant Gardener,8,2005,39,82,192,83,231,82.83
The Contender,10,2000,35,59,132,77,167,73.23
The Cookout,9,2004,14,15,42,5,56,7.50
The Cooler,11,2003,36,69,173,77,209,75.62
The Core,3,2003,32,48,160,39,192,40.50
The Counselor,10,2013,42,48,219,34,261,36.25
The Count of Monte Cristo,1,2002,33,61,143,73,176,70.75
The Country Bears,7,2002,21,37,85,29,106,30.58
The Covenant,9,2006,16,19,77,4,93,6.58
The Crazies,2,2010,31,56,155,71,186,68.50
The Creator,9,2023,54,63,317,67,371,66.42
The Crimson Rivers,1,2001,,,,,0,0
The Crocodile Hunter: Collision Course,7,2002,23,50,83,53,106,52.35
The Croods,3,2013,30,55,144,72,174,69.07
The Curious Case of Benjamin Button,12,2008,37,70,259,72,296,71.75
The Curse of La Llorona,4,2019,28,41,191,28,219,29.66
The Curse of the Jade Scorpion,8,2001,31,52,123,45,154,46.41
The DUFF,2,2015,28,56,119,73,147,69.76
The Da Vinci Code,5,2006,40,46,231,25,271,28.10
The Danish Girl,11,2015,41,66,244,66,285,66.00
The Darjeeling Limited,9,2007,35,67,195,69,230,68.70
The Dark Knight,7,2008,39,84,347,94,386,92.99
The Dark Knight Rises,7,2012,45,78,381,87,426,86.05
The Dark Tower,8,2017,46,34,278,15,324,17.70
The Darkest Hour,12,2011,10,18,61,11,71,11.99
The Darkest Minds,8,2018,28,39,140,15,168,19.00
The Darkness,5,2016,,,35,3,35,3.00
The Day After Tomorrow,5,2004,38,47,220,45,258,45.29
The Day the Earth Stood Still,12,2008,34,40,195,21,229,23.82
The Debt,8,2011,,,,,0,0
The Deep End,8,2001,27,78,118,82,145,81.26
The Departed,10,2006,39,85,288,91,327,90.28
The Descendants,11,2011,43,84,273,87,316,86.59
The Descent,8,2006,,,,,0,0
The Devil Inside,1,2012,19,18,89,6,108,8.11
The Devil Wears Prada,6,2006,40,62,195,75,235,72.79
The Devil's Double,7,2011,28,52,104,55,132,54.36
The Devil's Rejects,7,2005,32,54,138,54,170,54.00
The Dictator,5,2012,41,58,224,56,265,56.31
The Dilemma,1,2011,32,46,163,24,195,27.61
The Disappointments Room,9,2016,7,31,27,0,34,6.38
The Disaster Artist,12,2017,44,76,351,91,395,89.33
The Divergent Series: Insurgent,3,2015,40,42,207,28,247,30.27
The Door in the Floor,7,2004,38,67,142,68,180,67.79
The Dreamers,2,2004,,,,,0,0
The Dressmaker,9,2016,,,,,0,0
The Drop,9,2014,36,69,203,89,239,85.99
The Duchess,9,2008,34,62,171,63,205,62.83
The Dukes of Hazzard,8,2005,36,33,170,14,206,17.32
The Eagle,2,2011,35,55,160,39,195,41.87
The Eclipse,3,2010,38,58,,,38,58.00
The Edge of Seventeen,12,2016,38,77,222,94,260,91.52
The Emoji Movie,7,2017,26,12,133,6,159,6.98
The Emperor's Club,11,2002,32,49,128,50,160,49.80
The Emperor's New Groove,12,2000,28,70,135,86,163,83.25
The Equalizer,9,2014,41,57,206,61,247,60.34
The Equalizer 2,7,2018,43,50,213,52,256,51.66
The Exorcism of Emily Rose,9,2005,32,46,157,45,189,45.17
The Exorcist: Believer,10,2023,54,39,251,22,305,25.01
The Expendables,8,2010,35,45,211,42,246,42.43
The Expendables 2,8,2012,28,51,135,67,163,64.25
The Expendables 3,8,2014,36,35,177,32,213,32.51
The Express,10,2008,27,58,122,62,149,61.28
The Eye,2,2008,13,36,77,22,90,24.02
The Family,9,2013,32,42,,,32,42.00
The Family Man,12,2000,28,42,130,53,158,51.05
The Family Stone,12,2005,35,56,160,52,195,52.72
The Farewell,7,2019,47,89,349,97,396,96.05
The Fast and the Furious,6,2001,34,58,160,54,194,54.70
The Fast and the Furious: Tokyo Drift,6,2006,32,45,142,37,174,38.47
The Fate of the Furious,4,2017,45,56,313,67,358,65.62
The Fault in Our Stars,6,2014,45,69,226,81,271,79.01
The Favourite,11,2018,53,91,428,93,481,92.78
The Fifth Estate,10,2013,42,49,179,36,221,38.47
The Fighter,12,2010,41,79,255,91,296,89.34
The Fighting Temptations,9,2003,32,53,111,42,143,44.46
The Final Destination,8,2009,14,30,99,27,113,27.37
The Finest Hours,1,2016,39,58,200,64,239,63.02
The First Purge,7,2018,39,54,175,56,214,55.64
The Five-Year Engagement,4,2012,38,62,179,64,217,63.65
The Flash,6,2023,55,55,387,63,442,62.00
The Flintstones in Viva Rock Vegas,4,2000,26,27,72,25,98,25.53
The Florida Project,10,2017,44,92,317,96,361,95.51
The Fog,10,2005,16,27,69,4,85,8.33
The Forbidden Kingdom,4,2008,27,57,129,63,156,61.96
The Foreigner,10,2017,23,55,125,66,148,64.29
The Forest,1,2016,30,34,138,10,168,14.29
The Forgotten,9,2004,34,43,,,34,43.00
The Forsaken,4,2001,12,35,56,7,68,11.94
The Founder,1,2017,,,,,0,0
The Fountain,11,2006,36,51,206,53,242,52.70
The Four Feathers,9,2002,32,49,150,42,182,43.23
The Fourth Kind,11,2009,27,34,115,18,142,21.04
The Future,7,2011,28,67,,,28,67.00
The Gallows,7,2015,22,30,117,15,139,17.37
The Gambler,12,2014,40,55,143,43,183,45.62
The Game Plan,9,2007,23,44,104,30,127,32.54
The Game of Their Lives,4,2005,13,47,35,26,48,31.69
The Gentlemen,12,2019,44,51,278,75,322,71.72
The Ghost Writer,2,2010,35,77,210,84,245,83.00
The Gift,12,2000,29,62,,,29,62.00
The Girl Next Door,4,2004,32,47,160,56,192,54.50
The Girl on the Train,1,2010,,,,,0,0
The Girl with the Dragon Tattoo,3,2010,,,,,0,0
The Giver,8,2014,33,47,170,35,203,36.95
The Glass House,9,2001,17,34,87,22,104,23.96
The Golden Compass,12,2007,33,51,196,42,229,43.30
The Goldfinch,9,2019,41,40,228,25,269,27.29
The Good Dinosaur,11,2015,37,66,219,75,256,73.70
The Good German,12,2006,34,49,153,34,187,36.73
The Good Girl,8,2002,35,71,159,82,194,80.02
The Good Guy,2,2010,35,64,,,35,64.00
The Good Liar,11,2019,31,55,165,64,196,62.58
The Good Shepherd,12,2006,33,61,173,56,206,56.80
The Good Thief,4,2003,,,,,0,0
The Good the Bad the Weird,4,2010,,,,,0,0
The Goods: Live Hard Sell Hard,8,2009,23,39,,,23,39.00
"The Goods: Live Hard, Sell Hard",8,2009,23,39,,,23,39.00
The Gospel,10,2005,14,46,,,14,46.00
The Gospel of John,9,2003,14,52,49,37,63,40.33
The Grand Budapest Hotel,3,2014,48,88,318,92,366,91.48
The Great Debaters,12,2007,32,65,134,80,166,77.11
The Great Gatsby,5,2013,45,55,306,48,351,48.90
The Great New Wonderful,6,2006,,,,,0,0
The Great Raid,8,2005,29,48,120,38,149,39.95
The Great Wall,2,2017,,,,,0,0
The Greatest,4,2010,,,,,0,0
The Greatest Game Ever Played,9,2005,28,55,112,63,140,61.40
The Greatest Movie Ever Sold,4,2011,34,66,,,34,66.00
The Greatest Showman,12,2017,43,48,265,57,308,55.74
The Green Hornet,1,2011,39,39,240,45,279,44.16
The Green Inferno,9,2015,,,,,0,0
The Grey,1,2012,,,211,80,211,80.00
The Grinch,11,2018,32,51,,,32,51.00
The Grudge,10,2004,32,49,164,41,196,42.31
The Grudge 2,10,2006,16,33,78,12,94,15.57
The Guard,7,2011,29,78,139,94,168,91.24
The Guardian,9,2006,29,53,150,37,179,39.59
The Guilt Trip,12,2012,29,50,127,37,156,39.42
The Gunman,3,2015,41,39,181,15,222,19.43
The Guru,1,2003,41,94,,,41,94.00
The Hangover,6,2009,31,73,241,79,272,78.32
The Hangover Part II,5,2011,40,44,249,34,289,35.38
The Hangover Part III,5,2013,37,30,204,20,241,21.54
The Happening,6,2008,38,34,187,18,225,20.70
The Happytime Murders,8,2018,48,27,248,23,296,23.65
